28.971727185,4.5534138288
37.9853049904,37.44238242
43.3545492828,67.8647125516
36.2144512109,78.5173505139
36.2144512109,85.9248618432
32.7391414448,93.4309080867
27.6998963793,92.9324423242
34.0173714748,90.8518293183
34.1727504465,96.6105275777
35.2145769349,96.4879190841
34.448165384,96.6622096171
38.105856171,95.0865610049
36.2665302318,96.44818907
38.6651364638,95.4767238309
38.6424555241,99.5474717414
39.1245388506,97.1570266583
39.4941437891,70.4078732326
39.4079120564,87.0471576665
39.4079120564,117.750733066
39.4079120564,130.99496544
39.4079120564,137.962426545
39.4079120564,152.84395652
26.6894707833,135.809647545
26.6894707833,127.330673107
26.4530796232,133.572790643
24.6625167435,133.572790643
37.0157727359,117.388217215
34.2779093015,120.298650511
32.4771479639,121.45635162
32.0909119,121.92949711
30.109336609,96.126678989
29.9915045279,67.195768647
28.6222225804,37.6194948142
28.3243305144,37.7614341226
28.1980656161,13.3715802091
27.4028850178,13.40329902
27.4028850178,13.7376617035
27.3345570219,13.8250384981
26.8891079043,13.8250384981
25.9678372214,13.8473229414
25.9343625187,13.9669652928
28.7783979872,14.0608519021
28.4872683628,14.1177373093
28.0140738681,14.1177373093
30.1230502225,14.1177373093
29.8366422777,14.1340720126
29.468767133,14.1380344027
29.2518858075,14.2156079878
29.300796405,14.2762001635
29.3116830494,14.3649526326
22.7102610934,14.3863235752
22.640212011,14.4519280136
57.3403583662,14.3845542914
52.8695862559,14.6442396516
62.8011595449,14.615142058
72.930006814,14.7238346412
64.5084431559,14.7238346412
59.8589035217,14.9912150345
57.4868654437,15.2028126992
51.7281157772,15.2285300105
51.0955541532,15.3820817008
47.919517131,15.5533908208
44.0304081816,15.7024598469
35.1811521363,15.8823369942
33.5390397154,16.1772290449
33.5728941439,16.5059462391
33.3578690376,16.5976653231
33.4216399598,16.8208073426
32.8284365391,19.1283595151
32.8678407491,55.806483387
32.6215600745,64.606788788
32.4863595041,62.2130068607
31.5788603351,64.2871757516
30.7012962153,64.437945807
30.2121881226,66.4729345313
29.6258164583,67.5388949626
29.5661153858,67.7928467213
29.5338026618,68.1045119371
29.0872192613,54.5461491599
33.2628009774,54.5874929972
33.272379337,54.582064024
36.5517575169,54.5812270153
40.818510443,20.5919825195
40.8426691872,20.6491824699
40.91169886,20.6869787806
40.8961011458,20.7088086128
40.9465836069,20.6714741102
40.9318658656,20.662834209
34.0725875309,20.6721305032
36.837577578,20.6905541927
24.6811993456,20.6416491842
