1.4375,87.0625
55.625,98.8125
42.5625,45.375
47.3125,44.5
36.9375,39.875
72.6875,17.900390625
48.275390625,17.5625
27.875,29.25
28.375,21
36.5625,28.025390625
40.4375,48.5625
47.5,54.875
50.9375,41.125
63.525390625,44.5
65.3125,39.5
51.875,31.8125
57.0625,30.4375
77.8125,26.275390625
52.48828125,23.337890625
41.25,46.212890625
46.75,39
39.125,61.4375
42.275390625,75.125
50.75,61
57.400390625,58.125
58.9375,58.125
53.525390625,47.5625
48.375,59.75
51.6875,60.4375
52.375,60.1875
39.837890625,58.025390625
56.3125,79.11328125
59.0625,49.337890625
60.5625,52.875
64.337890625,40.525390625
60.625,56.625
59.25,55.900390625
53.4375,56.1875
52,57.9375
38.775390625,45.275390625
24.6875,58.9375
30,32.375
30.75,30.875
28.775390625,30.0625
17.525390625,30.3125
22.4375,21
21.1875,23.875
21.125,25.875
26.150390625,24.5625
52.4375,20.1875
49.9375,52.5
47.462890625,56.75
56.25,60.3125
53.4375,59.3125
39.5625,57.837890625
44.3125,78.55078125
31.837890625,66.587890625
50.1875,82.5
54.962890625,65.275390625
58.1875,63.125
55.5625,55.1875
57.9375,62.8125
60.5,57.875
58.125,58.025390625
41.125,43.875
42.3125,57.875
62.150390625,64.212890625
61.375,46.625
51.25,47.125
46.92578125,52.36328125
55.4375,38.962890625
53.1875,56.4375
43.837890625,58.6875
57,59.4375
59.875,54.9375
50.1875,50.625
55.9375,42.837890625
58.5625,60.8125
33.3125,54.375
23.25,9.712890625
22.5625,27.25
23.4375,23.5
23.9375,19.9375
21.25,22.0625
24.3125,19.75
18.625,20.5
12,18.4375
15.5,11.3125
11.875,15.625
11,10.125
28.775390625,12.5
42.5,12.3125
50.4375,55.6875
56.25,61.775390625
42.025390625,64.375
73.900390625,55.75
62.462890625,50.25
75,46.6875
76.875,37.400390625
60.25,50.6875
50.900390625,47.5
47.212890625,50.525390625
40.3125,61.337890625
36.5625,39.875
36.5,36.25
41.5625,26.375
32.212890625,26.6875
33.67578125,29.4375
52,37.5
25.5,58.275390625
19.25,76.375
17.8125,74.375
22.9375,74.775390625
24.0625,51.92578125
29.8125,22.0625
23.875,24.125
29.5625,19.625
25.1875,25.875
28.3125,21.9375
29.4375,21.1875
19.4375,23.25
28.6875,14.3125
21.462890625,25.1875
19.75,17.8125
20.875,20.6875
21.875,20.875
15.75,21.875
17.3125,15.5
17.4375,16.25
19.5,16.75
16.1875,18
30.775390625,16.6875
56,38.587890625
44.25,49.625
47.8125,47.4375
41.900390625,47.4375
25.8125,39.837890625
25,30.212890625
20.1875,23.5625
21,21.125
21.150390625,20.125
21.1875,16.75
21.150390625,21.0625
33.462890625,21.9375
36.6875,25.5
39.5,37.8125
34,40.3125
42.375,29.8125
49.5625,37.8125
55.025390625,66.087890625
37.462890625,63
59.6875,64.5
52.9375,63.388671875
38.5,42.5
39.0625,38.5625
33.212890625,41.125
24.0625,40.625
19,22.9375
17.875,58.275390625
27.6875,68.5
20.1875,41.75
25.25,20.3125
19.25,56.150390625
19.75,74.8125
18.625,54.75
20,23.1875
22.6875,23.5
31.8125,25.8125
37.5,32.6875
26.275390625,38.712890625
52.25,46.9375
49.6875,56.587890625
55.462890625,47.125
45.1875,55.25
44.5,44.5625
58.9375,36.0625
24.025390625,54.125
24.6875,45.0625
22.462890625,24.1875
13.5,22
18.125,16.625
20.25,19.875
11.875,21.25
15.275390625,11
12.4375,18
21.375,11.75
27.4375,15.625
11.5625,23.3125
24.5,12.125
31.587890625,18.3125
25.625,27.5
29.25,22.5
59.5,35.025390625
54.4375,58.75
60.1875,48.0625
29.1875,40.337890625
34.212890625,27.25
59.5,30.775390625
51.8125,52
45.5625,64.587890625
50.837890625,74.3125
69.9375,53.8125
61.0625,42.5
49.0625,54.75
42.0625,68.525390625
50.92578125,70.1875
54.462890625,52.0625
68.150390625,50.75
65.375,68.125
59.5625,68.4375
58.337890625,54.125
53.8125,52.5625
50.75,47.587890625
54.375,45.80078125
72.8125,36.8125
74.087890625,40.625
74.625,30.462890625
73.087890625,25.625
64.025390625,15.875
72.125,16.462890625
75.875,19.9375
53.212890625,21.875
18.525390625,21.25
38.875,38.0625
32.6875,43.5625
54.1875,44.1875
50.875,49.875
54.650390625,45.4375
39.4375,41.125
28,17.1875
17.5,31.6875
24,16.3125
21.0625,20.9375
17.3125,21
19.875,16.5
20.875,19.375
16.75,18.625
20,17.25
30.3125,18.5
59.1875,16.087890625
61.9375,39.6875
71.837890625,50.837890625
63.451171875,40.25
68.6875,43.1875
67.6875,45.125
67.625,44.375
44.587890625,20.05078125
